PT_CODE	PT_STR	HG_CODE	HG_STR
10061777	Coagulation factor XIII level abnormal	10018851	Haematology investigations (incl blood groups)
10062713	Haemorrhagic diathesis	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10062713	Haemorrhagic diathesis	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10062083	Platelet adhesiveness abnormal	10018851	Haematology investigations (incl blood groups)
10062083	Platelet adhesiveness abnormal	10018851	Haematology investigations (incl blood groups)
10062235	Platelet adhesiveness	10018851	Haematology investigations (incl blood groups)
10061601	Platelet aggregation abnormal	10018851	Haematology investigations (incl blood groups)
10061601	Platelet aggregation abnormal	10018851	Haematology investigations (incl blood groups)
10061918	Prothrombin time ratio abnormal	10018851	Haematology investigations (incl blood groups)
10062275	Blast cell count decreased	10018851	Haematology investigations (incl blood groups)
10062274	Blast cell count increased	10018851	Haematology investigations (incl blood groups)
10061700	Blast cells	10018851	Haematology investigations (incl blood groups)
10063655	Erosive oesophagitis	10018027	Gastrointestinal ulceration and perforation
10061776	Coagulation factor XII level abnormal	10018851	Haematology investigations (incl blood groups)
10062658	Capillary fragility test	10018851	Haematology investigations (incl blood groups)
10062725	Coagulation factor inhibitor assay	10018851	Haematology investigations (incl blood groups)
10062725	Coagulation factor inhibitor assay	10018851	Haematology investigations (incl blood groups)
10063221	Coagulation factor XIII level normal	10018851	Haematology investigations (incl blood groups)
10063220	Coagulation factor XII level normal	10018851	Haematology investigations (incl blood groups)
10063219	Coagulation factor XI level normal	10018851	Haematology investigations (incl blood groups)
10063218	Coagulation factor X level normal	10018851	Haematology investigations (incl blood groups)
10062652	Ethanol gelation test	10018851	Haematology investigations (incl blood groups)
10062651	Ethanol gelation test negative	10018851	Haematology investigations (incl blood groups)
10062650	Ethanol gelation test positive	10018851	Haematology investigations (incl blood groups)
10009668	Clot retraction	10018851	Haematology investigations (incl blood groups)
10059900	Glucose-6-phosphate dehydrogenase	10018851	Haematology investigations (incl blood groups)
10063896	Anal ulcer haemorrhage	10018027	Gastrointestinal ulceration and perforation
10027397	Mesenteric artery thrombosis	10018031	Gastrointestinal vascular conditions
10043626	Thrombosis mesenteric vessel	10018031	Gastrointestinal vascular conditions
10043626	Thrombosis mesenteric vessel	10018031	Gastrointestinal vascular conditions
10018876	Haemoglobin	10018851	Haematology investigations (incl blood groups)
10051600	Haemoglobin S	10018851	Haematology investigations (incl blood groups)
10029360	Neutrophil chemotaxis	10018851	Haematology investigations (incl blood groups)
10064561	Bone marrow band neutrophil count increased	10018851	Haematology investigations (incl blood groups)
10064564	Bone marrow basophilic leukocyte count increased	10018851	Haematology investigations (incl blood groups)
10064563	Bone marrow eosinophilic leukocyte count increased	10018851	Haematology investigations (incl blood groups)
10064560	Bone marrow metamyelocyte count increased	10018851	Haematology investigations (incl blood groups)
10064559	Bone marrow plasmacyte count increased	10018851	Haematology investigations (incl blood groups)
10064562	Bone marrow polymorphonuclear leukocyte count increased	10018851	Haematology investigations (incl blood groups)
10064861	Gastrointestinal telangiectasia	10018031	Gastrointestinal vascular conditions
10065560	Mesenteric arteriosclerosis	10018031	Gastrointestinal vascular conditions
10065304	Spontaneous haematoma	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10060192	Platelet factor 4	10018851	Haematology investigations (incl blood groups)
10004170	Basophil count normal	10018851	Haematology investigations (incl blood groups)
10005565	Blood group A	10018851	Haematology investigations (incl blood groups)
10005566	Blood group AB	10018851	Haematology investigations (incl blood groups)
10005567	Blood group B	10018851	Haematology investigations (incl blood groups)
10005568	Blood group O	10018851	Haematology investigations (incl blood groups)
10063061	Anti-erythropoietin antibody	10018851	Haematology investigations (incl blood groups)
10062723	Prekallikrein test	10018851	Haematology investigations (incl blood groups)
10063245	Prothrombin consumption time prolonged	10018851	Haematology investigations (incl blood groups)
10063246	Prothrombin consumption time shortened	10018851	Haematology investigations (incl blood groups)
10021033	Hypomenorrhoea	10013326	Menstrual cycle and uterine bleeding disorders
10063576	Circulating anticoagulant positive	10018851	Haematology investigations (incl blood groups)
10063557	Coagulation test abnormal	10018851	Haematology investigations (incl blood groups)
10063558	Coagulation test normal	10018851	Haematology investigations (incl blood groups)
10063556	Coagulation test	10018851	Haematology investigations (incl blood groups)
10011412	Crossmatch	10018851	Haematology investigations (incl blood groups)
10012784	Differential white blood cell count	10018851	Haematology investigations (incl blood groups)
10014946	Eosinophil count normal	10018851	Haematology investigations (incl blood groups)
10054721	Foetal haemoglobin	10018851	Haematology investigations (incl blood groups)
10017411	Full blood count	10018851	Haematology investigations (incl blood groups)
10017412	Full blood count abnormal	10018851	Haematology investigations (incl blood groups)
10017414	Full blood count normal	10018851	Haematology investigations (incl blood groups)
10017980	Gastrointestinal mucosal necrosis	10018031	Gastrointestinal vascular conditions
10018837	Haematocrit	10018851	Haematology investigations (incl blood groups)
10060044	Haemoglobin E	10018851	Haematology investigations (incl blood groups)
10018890	Haemoglobin normal	10018851	Haematology investigations (incl blood groups)
10021300	Ileal gangrene	10018031	Gastrointestinal vascular conditions
10023172	Jejunal gangrene	10018031	Gastrointestinal vascular conditions
10023278	Kaolin cephalin clotting time	10018851	Haematology investigations (incl blood groups)
10025260	Lymphocyte count normal	10018851	Haematology investigations (incl blood groups)
10026989	Mean cell haemoglobin	10018851	Haematology investigations (incl blood groups)
10026990	Mean cell haemoglobin concentration	10018851	Haematology investigations (incl blood groups)
10026999	Mean cell volume	10018851	Haematology investigations (incl blood groups)
10063351	International normalised ratio fluctuation	10018851	Haematology investigations (incl blood groups)
10064050	Polymenorrhagia	10013326	Menstrual cycle and uterine bleeding disorders
10063961	Delayed menarche	10013326	Menstrual cycle and uterine bleeding disorders
10050965	Metamyelocyte count	10018851	Haematology investigations (incl blood groups)
10027882	Monocyte count normal	10018851	Haematology investigations (incl blood groups)
10050966	Myelocyte count	10018851	Haematology investigations (incl blood groups)
10029370	Neutrophil count normal	10018851	Haematology investigations (incl blood groups)
10050968	Promyelocyte count	10018851	Haematology investigations (incl blood groups)
10063923	Anti factor IX antibody negative	10018851	Haematology investigations (incl blood groups)
10063922	Anti factor VIII antibody negative	10018851	Haematology investigations (incl blood groups)
10064782	Plateletcrit	10018851	Haematology investigations (incl blood groups)
10064607	Thromboxane decreased	10018851	Haematology investigations (incl blood groups)
10064606	Thromboxane increased	10018851	Haematology investigations (incl blood groups)
10065951	Retrograde menstruation	10013326	Menstrual cycle and uterine bleeding disorders
10065374	Von Willebrand's factor antigen increased	10018851	Haematology investigations (incl blood groups)
10009790	Coagulation time	10018851	Haematology investigations (incl blood groups)
10016585	Fibrin degradation products	10018851	Haematology investigations (incl blood groups)
10067010	Anaphylactoid syndrome of pregnancy	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10067238	Monocyte percentage abnormal	10018851	Haematology investigations (incl blood groups)
10038788	Reticulocyte count abnormal	10018851	Haematology investigations (incl blood groups)
10018879	Haemoglobin abnormal	10018851	Haematology investigations (incl blood groups)
10051319	Thrombin time abnormal	10018851	Haematology investigations (incl blood groups)
10005569	Blood grouping	10018851	Haematology investigations (incl blood groups)
10051006	Plasma cell count	10018851	Haematology investigations (incl blood groups)
10050924	Myeloblast count	10018851	Haematology investigations (incl blood groups)
10038794	Reticulocyte count normal	10018851	Haematology investigations (incl blood groups)
10058279	Factor V Leiden mutation	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10037047	Prothrombin level	10018851	Haematology investigations (incl blood groups)
10037062	Prothrombin time normal	10018851	Haematology investigations (incl blood groups)
10051389	Thrombin time normal	10018851	Haematology investigations (incl blood groups)
10067730	Mean cell haemoglobin concentration abnormal	10018851	Haematology investigations (incl blood groups)
10007842	CD4/CD8 ratio	10018851	Haematology investigations (incl blood groups)
10022591	International normalised ratio	10018851	Haematology investigations (incl blood groups)
10018877	Haemoglobin A absent	10018851	Haematology investigations (incl blood groups)
10018878	Haemoglobin A present	10018851	Haematology investigations (incl blood groups)
10012785	Differential white blood cell count abnormal	10018851	Haematology investigations (incl blood groups)
10038151	Red blood cell count abnormal	10018851	Haematology investigations (incl blood groups)
10027000	Mean cell volume abnormal	10018851	Haematology investigations (incl blood groups)
10029361	Neutrophil chemotaxis abnormal	10018851	Haematology investigations (incl blood groups)
10018885	Haemoglobin electrophoresis abnormal	10018851	Haematology investigations (incl blood groups)
10018685	Granulocytes abnormal	10018851	Haematology investigations (incl blood groups)
10018881	Haemoglobin Barts absent	10018851	Haematology investigations (incl blood groups)
10035230	Plasma cells absent	10018851	Haematology investigations (incl blood groups)
10000635	Activated partial thromboplastin time normal	10018851	Haematology investigations (incl blood groups)
10000636	Activated partial thromboplastin time prolonged	10018851	Haematology investigations (incl blood groups)
10000637	Activated partial thromboplastin time shortened	10018851	Haematology investigations (incl blood groups)
10038147	Red blood cell agglutination present	10018851	Haematology investigations (incl blood groups)
10047937	White blood cell agglutination present	10018851	Haematology investigations (incl blood groups)
10029377	Neutrophil Pelger-Huet anomaly present	10018851	Haematology investigations (incl blood groups)
10039035	Rhesus antibodies negative	10018851	Haematology investigations (incl blood groups)
10039036	Rhesus antibodies positive	10018851	Haematology investigations (incl blood groups)
10039033	Rhesus antibodies	10018851	Haematology investigations (incl blood groups)
10018882	Haemoglobin Barts present	10018851	Haematology investigations (incl blood groups)
10004167	Basophil count decreased	10018851	Haematology investigations (incl blood groups)
10004169	Basophil count increased	10018851	Haematology investigations (incl blood groups)
10038167	Red blood cell punctate basophilia present	10018851	Haematology investigations (incl blood groups)
10068487	Platelet-large cell ratio increased	10018851	Haematology investigations (incl blood groups)
10068486	Platelet-large cell ratio	10018851	Haematology investigations (incl blood groups)
10068495	Natural killer cell count	10018851	Haematology investigations (incl blood groups)
10068497	Natural killer cell count decreased	10018851	Haematology investigations (incl blood groups)
10068496	Natural killer cell count increased	10018851	Haematology investigations (incl blood groups)
10068499	Natural killer T cell count increased	10018851	Haematology investigations (incl blood groups)
10068488	Platelet-large cell ratio decreased	10018851	Haematology investigations (incl blood groups)
10068500	Natural killer T cell count decreased	10018851	Haematology investigations (incl blood groups)
10068498	Natural killer T cell count	10018851	Haematology investigations (incl blood groups)
10005139	Bleeding time normal	10018851	Haematology investigations (incl blood groups)
10005140	Bleeding time prolonged	10018851	Haematology investigations (incl blood groups)
10005141	Bleeding time shortened	10018851	Haematology investigations (incl blood groups)
10038160	Red blood cell Heinz bodies present	10018851	Haematology investigations (incl blood groups)
10038170	Red blood cell sickled cells present	10018851	Haematology investigations (incl blood groups)
10038171	Red blood cell target cells present	10018851	Haematology investigations (incl blood groups)
10038153	Red blood cell count decreased	10018851	Haematology investigations (incl blood groups)
10047942	White blood cell count decreased	10018851	Haematology investigations (incl blood groups)
10012787	Differential white blood cell count normal	10018851	Haematology investigations (incl blood groups)
10038155	Red blood cell count increased	10018851	Haematology investigations (incl blood groups)
10047943	White blood cell count increased	10018851	Haematology investigations (incl blood groups)
10038157	Red blood cell count normal	10018851	Haematology investigations (incl blood groups)
10047944	White blood cell count normal	10018851	Haematology investigations (incl blood groups)
10038168	Red blood cell rouleaux formation present	10018851	Haematology investigations (incl blood groups)
10038161	Red blood cell hypochromic morphology present	10018851	Haematology investigations (incl blood groups)
10038162	Red blood cell macrocytes present	10018851	Haematology investigations (incl blood groups)
10038163	Red blood cell microcytes present	10018851	Haematology investigations (incl blood groups)
10038165	Red blood cell nucleated morphology present	10018851	Haematology investigations (incl blood groups)
10038169	Red blood cell schistocytes present	10018851	Haematology investigations (incl blood groups)
10017413	Full blood count decreased	10018851	Haematology investigations (incl blood groups)
10005520	Blood fibrinogen decreased	10018851	Haematology investigations (incl blood groups)
10005820	Blood thrombin decreased	10018851	Haematology investigations (incl blood groups)
10005826	Blood thromboplastin decreased	10018851	Haematology investigations (incl blood groups)
10005517	Blood fibrinogen	10018851	Haematology investigations (incl blood groups)
10005521	Blood fibrinogen increased	10018851	Haematology investigations (incl blood groups)
10005522	Blood fibrinogen normal	10018851	Haematology investigations (incl blood groups)
10005821	Blood thrombin increased	10018851	Haematology investigations (incl blood groups)
10005827	Blood thromboplastin increased	10018851	Haematology investigations (incl blood groups)
10005822	Blood thrombin normal	10018851	Haematology investigations (incl blood groups)
10005828	Blood thromboplastin normal	10018851	Haematology investigations (incl blood groups)
10005817	Blood thrombin	10018851	Haematology investigations (incl blood groups)
10005823	Blood thromboplastin	10018851	Haematology investigations (incl blood groups)
10037005	Protein C decreased	10018851	Haematology investigations (incl blood groups)
10007194	Capillary fragility increased	10018851	Haematology investigations (incl blood groups)
10007195	Capillary fragility normal	10018851	Haematology investigations (incl blood groups)
10007200	Capillary permeability increased	10018851	Haematology investigations (incl blood groups)
10007201	Capillary permeability normal	10018851	Haematology investigations (incl blood groups)
10007198	Capillary permeability	10018851	Haematology investigations (incl blood groups)
10007843	CD4/CD8 ratio decreased	10018851	Haematology investigations (incl blood groups)
10007839	CD4 lymphocytes decreased	10018851	Haematology investigations (incl blood groups)
10007838	CD4 lymphocytes	10018851	Haematology investigations (incl blood groups)
10007847	CD8 lymphocytes increased	10018851	Haematology investigations (incl blood groups)
10007845	CD8 lymphocytes	10018851	Haematology investigations (incl blood groups)
10026991	Mean cell haemoglobin concentration decreased	10018851	Haematology investigations (incl blood groups)
10026992	Mean cell haemoglobin concentration increased	10018851	Haematology investigations (incl blood groups)
10026994	Mean cell haemoglobin concentration normal	10018851	Haematology investigations (incl blood groups)
10026995	Mean cell haemoglobin decreased	10018851	Haematology investigations (incl blood groups)
10027002	Mean cell volume decreased	10018851	Haematology investigations (incl blood groups)
10026996	Mean cell haemoglobin increased	10018851	Haematology investigations (incl blood groups)
10026997	Mean cell haemoglobin normal	10018851	Haematology investigations (incl blood groups)
10027004	Mean cell volume increased	10018851	Haematology investigations (incl blood groups)
10035231	Plasma cells increased	10018851	Haematology investigations (incl blood groups)
10027006	Mean cell volume normal	10018851	Haematology investigations (incl blood groups)
10035232	Plasma cells present	10018851	Haematology investigations (incl blood groups)
10023281	Kaolin cephalin clotting time normal	10018851	Haematology investigations (incl blood groups)
10023282	Kaolin cephalin clotting time prolonged	10018851	Haematology investigations (incl blood groups)
10023283	Kaolin cephalin clotting time shortened	10018851	Haematology investigations (incl blood groups)
10029362	Neutrophil chemotaxis normal	10018851	Haematology investigations (incl blood groups)
10009673	Clot retraction normal	10018851	Haematology investigations (incl blood groups)
10009675	Clot retraction time prolonged	10018851	Haematology investigations (incl blood groups)
10009676	Clot retraction time shortened	10018851	Haematology investigations (incl blood groups)
10009736	Coagulation factor decreased	10018851	Haematology investigations (incl blood groups)
10009746	Coagulation factor IX level decreased	10018851	Haematology investigations (incl blood groups)
10009754	Coagulation factor V level decreased	10018851	Haematology investigations (incl blood groups)
10009761	Coagulation factor VII level decreased	10018851	Haematology investigations (incl blood groups)
10009768	Coagulation factor VIII level decreased	10018851	Haematology investigations (incl blood groups)
10009732	Coagulation disorder neonatal	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10009743	Coagulation factor increased	10018851	Haematology investigations (incl blood groups)
10009748	Coagulation factor IX level increased	10018851	Haematology investigations (incl blood groups)
10009756	Coagulation factor V level increased	10018851	Haematology investigations (incl blood groups)
10009763	Coagulation factor VII level increased	10018851	Haematology investigations (incl blood groups)
10009744	Coagulation factor IX level	10018851	Haematology investigations (incl blood groups)
10009750	Coagulation factor IX level normal	10018851	Haematology investigations (incl blood groups)
10009751	Coagulation factor level normal	10018851	Haematology investigations (incl blood groups)
10009758	Coagulation factor V level normal	10018851	Haematology investigations (incl blood groups)
10009765	Coagulation factor VII level normal	10018851	Haematology investigations (incl blood groups)
10009772	Coagulation factor VIII level normal	10018851	Haematology investigations (incl blood groups)
10009752	Coagulation factor V level	10018851	Haematology investigations (incl blood groups)
10009759	Coagulation factor VII level	10018851	Haematology investigations (incl blood groups)
10009766	Coagulation factor VIII level	10018851	Haematology investigations (incl blood groups)
10009971	Colon gangrene	10018031	Gastrointestinal vascular conditions
10011413	Crossmatch compatible	10018851	Haematology investigations (incl blood groups)
10010931	Coombs direct test negative	10018851	Haematology investigations (incl blood groups)
10010933	Coombs direct test positive	10018851	Haematology investigations (incl blood groups)
10010929	Coombs direct test	10018851	Haematology investigations (incl blood groups)
10010936	Coombs indirect test negative	10018851	Haematology investigations (incl blood groups)
10010938	Coombs indirect test positive	10018851	Haematology investigations (incl blood groups)
10010934	Coombs indirect test	10018851	Haematology investigations (incl blood groups)
10014943	Eosinophil count decreased	10018851	Haematology investigations (incl blood groups)
10018681	Granulocyte count decreased	10018851	Haematology investigations (incl blood groups)
10025256	Lymphocyte count decreased	10018851	Haematology investigations (incl blood groups)
10027878	Monocyte count decreased	10018851	Haematology investigations (incl blood groups)
10029366	Neutrophil count decreased	10018851	Haematology investigations (incl blood groups)
10038790	Reticulocyte count decreased	10018851	Haematology investigations (incl blood groups)
10014945	Eosinophil count increased	10018851	Haematology investigations (incl blood groups)
10018678	Granulocyte count	10018851	Haematology investigations (incl blood groups)
10018683	Granulocyte count increased	10018851	Haematology investigations (incl blood groups)
10025258	Lymphocyte count increased	10018851	Haematology investigations (incl blood groups)
10027880	Monocyte count increased	10018851	Haematology investigations (incl blood groups)
10029368	Neutrophil count increased	10018851	Haematology investigations (incl blood groups)
10038792	Reticulocyte count increased	10018851	Haematology investigations (incl blood groups)
10011414	Crossmatch incompatible	10018851	Haematology investigations (incl blood groups)
10016577	Fibrin D dimer	10018851	Haematology investigations (incl blood groups)
10016584	Fibrin decreased	10018851	Haematology investigations (incl blood groups)
10016606	Fibrinolysis decreased	10018851	Haematology investigations (incl blood groups)
10016858	Foetal haemoglobin decreased	10018851	Haematology investigations (incl blood groups)
10018838	Haematocrit decreased	10018851	Haematology investigations (incl blood groups)
10018884	Haemoglobin decreased	10018851	Haematology investigations (incl blood groups)
10018894	Haemoglobin S decreased	10018851	Haematology investigations (incl blood groups)
10022594	International normalised ratio decreased	10018851	Haematology investigations (incl blood groups)
10037050	Prothrombin level decreased	10018851	Haematology investigations (incl blood groups)
10035493	Plasminogen decreased	10018851	Haematology investigations (incl blood groups)
10016588	Fibrin degradation products increased	10018851	Haematology investigations (incl blood groups)
10018886	Haemoglobin electrophoresis normal	10018851	Haematology investigations (incl blood groups)
10016591	Fibrin increased	10018851	Haematology investigations (incl blood groups)
10016592	Fibrin normal	10018851	Haematology investigations (incl blood groups)
10016607	Fibrinolysis increased	10018851	Haematology investigations (incl blood groups)
10016610	Fibrinolysis normal	10018851	Haematology investigations (incl blood groups)
10016859	Foetal haemoglobin increased	10018851	Haematology investigations (incl blood groups)
10016860	Foetal haemoglobin normal	10018851	Haematology investigations (incl blood groups)
10017954	Gastrointestinal gangrene	10018031	Gastrointestinal vascular conditions
10017982	Gastrointestinal necrosis	10018031	Gastrointestinal vascular conditions
10029378	Neutrophil toxic granulation present	10018851	Haematology investigations (incl blood groups)
10018840	Haematocrit increased	10018851	Haematology investigations (incl blood groups)
10018842	Haematocrit normal	10018851	Haematology investigations (incl blood groups)
10018888	Haemoglobin increased	10018851	Haematology investigations (incl blood groups)
10018895	Haemoglobin S increased	10018851	Haematology investigations (incl blood groups)
10018896	Haemoglobin S normal	10018851	Haematology investigations (incl blood groups)
10020608	Hypercoagulation	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10029374	Neutrophil hypersegmented morphology present	10018851	Haematology investigations (incl blood groups)
10020973	Hypocoagulable state	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10022595	International normalised ratio increased	10018851	Haematology investigations (incl blood groups)
10037051	Prothrombin level increased	10018851	Haematology investigations (incl blood groups)
10037051	Prothrombin level increased	10018851	Haematology investigations (incl blood groups)
10035489	Plasmin increased	10018851	Haematology investigations (incl blood groups)
10022596	International normalised ratio normal	10018851	Haematology investigations (incl blood groups)
10037063	Prothrombin time prolonged	10018851	Haematology investigations (incl blood groups)
10037063	Prothrombin time prolonged	10018851	Haematology investigations (incl blood groups)
10037064	Prothrombin time ratio	10018851	Haematology investigations (incl blood groups)
10037070	Prothrombin time shortened	10018851	Haematology investigations (incl blood groups)
10068913	Granulocyte percentage	10018851	Haematology investigations (incl blood groups)
10069103	Haemoglobin C	10018851	Haematology investigations (incl blood groups)
10069666	Methylenetetrahydrofolate reductase polymorphism	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10069519	Platelet distribution width abnormal	10018851	Haematology investigations (incl blood groups)
10070309	Methylenetetrahydrofolate reductase deficiency	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10069685	Thrombopoietin level abnormal	10018851	Haematology investigations (incl blood groups)
10065712	Gastrointestinal stoma necrosis	10018031	Gastrointestinal vascular conditions
10070664	Heparin-induced thrombocytopenia test positive	10018851	Haematology investigations (incl blood groups)
10070690	Von Willebrand's factor inhibition	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10070562	Kell blood group positive	10018851	Haematology investigations (incl blood groups)
10049862	Abnormal clotting factor	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10049547	Antithrombin III decreased	10018851	Haematology investigations (incl blood groups)
10049227	Bleeding time abnormal	10018851	Haematology investigations (incl blood groups)
10049472	Erythroid series abnormal	10018851	Haematology investigations (incl blood groups)
10048619	Factor VIII inhibition	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10049221	Haematocrit abnormal	10018851	Haematology investigations (incl blood groups)
10049536	Stomatocytes present	10018851	Haematology investigations (incl blood groups)
10070954	Congenital hypercoagulation	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10071045	Plasminogen activator inhibitor polymorphism	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10051122	Acquired dysfibrinogenaemia	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10050759	Band neutrophil count increased	10018851	Haematology investigations (incl blood groups)
10051121	CD4/CD8 ratio increased	10018851	Haematology investigations (incl blood groups)
10051123	Congenital dysfibrinogenaemia	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10050829	Heparin-induced thrombocytopenia test	10018851	Haematology investigations (incl blood groups)
10051286	Hyperhomocysteinaemia	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10051164	Lymphoblast morphology abnormal	10018851	Haematology investigations (incl blood groups)
10051163	Lymphoblast morphology normal	10018851	Haematology investigations (incl blood groups)
10050964	Lymphocyte transformation test	10018851	Haematology investigations (incl blood groups)
10050984	Metamyelocyte count decreased	10018851	Haematology investigations (incl blood groups)
10050765	Metamyelocyte count increased	10018851	Haematology investigations (incl blood groups)
10050961	Myeloblast count decreased	10018851	Haematology investigations (incl blood groups)
10050766	Myeloblast count increased	10018851	Haematology investigations (incl blood groups)
10050986	Myelocyte count decreased	10018851	Haematology investigations (incl blood groups)
10050985	Myelocyte count increased	10018851	Haematology investigations (incl blood groups)
10050987	Promyelocyte count decreased	10018851	Haematology investigations (incl blood groups)
10050767	Promyelocyte count increased	10018851	Haematology investigations (incl blood groups)
10050761	Red blood cell burr cells present	10018851	Haematology investigations (incl blood groups)
10050764	Red blood cell hyperchromic morphology present	10018851	Haematology investigations (incl blood groups)
10050768	Red blood cell siderocytes present	10018851	Haematology investigations (incl blood groups)
10051168	Red cell distribution width	10018851	Haematology investigations (incl blood groups)
10067920	Hyperprothrombinaemia	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10051124	Hyperfibrinogenaemia	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10058516	Hyperthrombinaemia	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10071543	CD8 lymphocytes abnormal	10018851	Haematology investigations (incl blood groups)
10051313	B-lymphocyte count decreased	10018851	Haematology investigations (incl blood groups)
10052219	Basophil percentage decreased	10018851	Haematology investigations (incl blood groups)
10052220	Basophil percentage increased	10018851	Haematology investigations (incl blood groups)
10052221	Eosinophil percentage decreased	10018851	Haematology investigations (incl blood groups)
10052222	Eosinophil percentage increased	10018851	Haematology investigations (incl blood groups)
10051778	Factor IX inhibition	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10052239	Full blood count increased	10018851	Haematology investigations (incl blood groups)
10051605	Lymphoblast count increased	10018851	Haematology investigations (incl blood groups)
10052231	Lymphocyte percentage decreased	10018851	Haematology investigations (incl blood groups)
10052232	Lymphocyte percentage increased	10018851	Haematology investigations (incl blood groups)
10052229	Monocyte percentage decreased	10018851	Haematology investigations (incl blood groups)
10052230	Monocyte percentage increased	10018851	Haematology investigations (incl blood groups)
10052225	Myeloblast percentage decreased	10018851	Haematology investigations (incl blood groups)
10052226	Myeloblast percentage increased	10018851	Haematology investigations (incl blood groups)
10052227	Myelocyte percentage decreased	10018851	Haematology investigations (incl blood groups)
10052228	Myelocyte percentage increased	10018851	Haematology investigations (incl blood groups)
10052223	Neutrophil percentage decreased	10018851	Haematology investigations (incl blood groups)
10052224	Neutrophil percentage increased	10018851	Haematology investigations (incl blood groups)
10051318	T-lymphocyte count decreased	10018851	Haematology investigations (incl blood groups)
10051390	Thrombin time prolonged	10018851	Haematology investigations (incl blood groups)
10053626	Free haemoglobin	10018851	Haematology investigations (incl blood groups)
10055071	Mean platelet volume abnormal	10018851	Haematology investigations (incl blood groups)
10055053	Mean platelet volume decreased	10018851	Haematology investigations (incl blood groups)
10055052	Mean platelet volume increased	10018851	Haematology investigations (incl blood groups)
10055070	Mean platelet volume normal	10018851	Haematology investigations (incl blood groups)
10053923	Red cell distribution width abnormal	10018851	Haematology investigations (incl blood groups)
10053921	Red cell distribution width decreased	10018851	Haematology investigations (incl blood groups)
10053920	Red cell distribution width increased	10018851	Haematology investigations (incl blood groups)
10053922	Red cell distribution width normal	10018851	Haematology investigations (incl blood groups)
10055169	Von Willebrand's factor multimers test	10018851	Haematology investigations (incl blood groups)
10053771	White clot in blood present	10018851	Haematology investigations (incl blood groups)
10056867	Activated protein C resistance	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10056283	CD8 lymphocytes decreased	10018851	Haematology investigations (incl blood groups)
10056335	Factor V inhibition	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10057116	Polychromic red blood cells present	10018851	Haematology investigations (incl blood groups)
10056383	Shift to the left	10018851	Haematology investigations (incl blood groups)
10056368	Shift to the right	10018851	Haematology investigations (incl blood groups)
10057284	T-lymphocyte count abnormal	10018851	Haematology investigations (incl blood groups)
10057283	T-lymphocyte count normal	10018851	Haematology investigations (incl blood groups)
10057950	Band neutrophil count decreased	10018851	Haematology investigations (incl blood groups)
10058133	Eosinophil percentage abnormal	10018851	Haematology investigations (incl blood groups)
10058506	Erythroblast count	10018851	Haematology investigations (incl blood groups)
10058508	Erythroblast count abnormal	10018851	Haematology investigations (incl blood groups)
10058505	Erythroblast count decreased	10018851	Haematology investigations (incl blood groups)
10058485	Erythroblast count increased	10018851	Haematology investigations (incl blood groups)
10058507	Erythroblast count normal	10018851	Haematology investigations (incl blood groups)
10058539	Free haemoglobin absent	10018851	Haematology investigations (incl blood groups)
10058521	Free haemoglobin present	10018851	Haematology investigations (incl blood groups)
10057773	Lymphocyte transformation test negative	10018851	Haematology investigations (incl blood groups)
10057771	Lymphocyte transformation test positive	10018851	Haematology investigations (incl blood groups)
10058771	Monoblast count	10018851	Haematology investigations (incl blood groups)
10058772	Monoblast count decreased	10018851	Haematology investigations (incl blood groups)
10058752	Monoblast count increased	10018851	Haematology investigations (incl blood groups)
10058134	Neutrophil percentage abnormal	10018851	Haematology investigations (incl blood groups)
10058024	Plasma cells decreased	10018851	Haematology investigations (incl blood groups)
10058773	Plasmablast count	10018851	Haematology investigations (incl blood groups)
10058774	Plasmablast count decreased	10018851	Haematology investigations (incl blood groups)
